opportunity_id,account_id,source_lead_id,opportunity_name,opportunity_type,plan_tier,amount,stage_name,is_closed,is_won,created_date,close_date,owner_region
OPP000561,ACC00465,LEAD001777,Foxglove Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-05-20,2023-07-09,Northeast
OPP000562,ACC00466,LEAD003422,Harbor Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-08-15,2023-08-30,Southeast
OPP000563,ACC00467,LEAD002161,Ironwood & Co. - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-08-18,2023-10-27,West
OPP000564,ACC00467,,Ironwood & Co. - Brand (Expansion),Expansion,Brand,5438,Closed Won,true,true,2024-04-18,2024-06-27,West
OPP000565,ACC00468,LEAD002034,Harbor Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-02-23,2023-06-13,Northeast
OPP000566,ACC00468,,Harbor Partners - Brand (Expansion),Expansion,Brand,6863,Closed Won,true,true,2023-11-07,2023-11-25,Northeast
OPP000567,ACC00469,LEAD002522,Blackwood Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-07-05,2024-08-23,West
OPP000568,ACC00470,LEAD002154,Ridgeline Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2026-01-04,2026-01-21,Southeast
OPP000569,ACC00471,LEAD003498,Ridgeline Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-08-20,2025-09-05,Northeast
OPP000570,ACC00472,LEAD002022,Lakeshore Real Estate - All In (New Business),New Business,All In,33600,Discovery,false,false,2026-05-17,2026-08-23,Southwest
OPP000571,ACC00473,LEAD000181,Cypress & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2026-03-24,2026-04-24,Midwest
OPP000572,ACC00474,LEAD003578,Blackwood Realty - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-08-10,2024-11-30,West
OPP000573,ACC00475,LEAD000227,Beacon Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-12-09,2026-03-02,Midwest
OPP000574,ACC00476,LEAD003992,Meridian Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-10-07,2025-01-30,Southwest
OPP000575,ACC00477,LEAD001238,Blackwood Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-04-18,2026-05-12,Southeast
OPP000576,ACC00478,LEAD002599,Harbor Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-06-24,2025-08-02,Midwest
OPP000577,ACC00479,LEAD001364,Ridgeline Group - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-05-02,2023-05-29,West
OPP000578,ACC00480,LEAD002116,Blackwood Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-05-01,2026-06-30,Southeast
OPP000579,ACC00481,LEAD003831,Ironwood Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-03-05,2026-05-19,Northeast
OPP000580,ACC00482,LEAD003941,Stonebridge Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-04-15,2025-05-04,Northeast
OPP000581,ACC00483,LEAD001293,Ironwood Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-04-26,2026-06-15,Midwest
OPP000582,ACC00484,LEAD002453,Meridian Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-10-16,2025-01-03,Northeast
OPP000583,ACC00484,,Meridian Partners - All In (Expansion),Expansion,All In,15387,Closed Won,true,true,2025-06-13,2025-08-16,Northeast
OPP000584,ACC00485,LEAD000803,Summit Properties - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2023-12-21,2024-03-29,Southwest
OPP000585,ACC00486,LEAD002357,Stonebridge Real Estate - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2025-09-05,2025-11-17,West
OPP000586,ACC00487,,Foxglove Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-11-06,2023-12-09,Northeast
OPP000587,ACC00487,,Foxglove Real Estate - Brand (Expansion),Expansion,Brand,7288,Closed Won,true,true,2024-07-24,2024-09-25,Northeast
OPP000588,ACC00488,LEAD003350,Summit Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-07-14,2024-11-10,Southwest
OPP000589,ACC00489,,Cypress & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-03-04,2025-04-19,West
OPP000590,ACC00489,,Cypress & Co. - All In (Expansion),Expansion,All In,22404,Closed Won,true,true,2025-11-14,2025-12-03,West
OPP000591,ACC00490,,Stonebridge Realty - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-11-03,2025-12-17,West
OPP000592,ACC00491,,Lakeshore Group - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-12-21,2024-04-15,Southeast
OPP000593,ACC00491,,Lakeshore Group - Brand (Expansion),Expansion,Brand,4438,Closed Won,true,true,2024-07-30,2024-09-18,Southeast
OPP000594,ACC00492,,Lakeshore Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-04-11,2023-04-26,Midwest
OPP000595,ACC00493,LEAD000586,Ridgeline Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-04-26,2024-07-06,Northeast
OPP000596,ACC00494,LEAD002118,Blackwood & Co. - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2026-04-13,2026-05-07,Southwest
OPP000597,ACC00495,LEAD002104,Stonebridge Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-10-17,2024-11-01,Northeast
OPP000598,ACC00496,LEAD003507,Stonebridge & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-06-10,2025-09-22,Midwest
OPP000599,ACC00496,,Stonebridge & Co. - All In (Expansion),Expansion,All In,18905,Closed Won,true,true,2026-01-01,2025-12-12,Midwest
OPP000600,ACC00497,LEAD002096,Cornerstone & Co. - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-07-10,2024-10-29,Southwest
OPP000601,ACC00498,LEAD003103,Ironwood Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-08-30,2025-11-10,Northeast
OPP000602,ACC00498,,Ironwood Partners - Launch (Expansion),Expansion,Launch,3099,Prospecting,false,false,2026-05-15,2026-08-01,Northeast
OPP000603,ACC00499,LEAD001557,Cornerstone & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-02-12,2023-03-01,West
OPP000604,ACC00499,,Cornerstone & Co. - Scale (Expansion),Expansion,Scale,5183,Closed Won,true,true,2023-10-28,2024-01-06,West
OPP000605,ACC00500,LEAD003913,Ironwood Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-11-30,2025-02-23,Northeast
OPP000606,ACC00501,LEAD000155,Beacon Partners - Brand (New Business),New Business,Brand,10800,Discovery,false,false,2026-03-17,2026-04-28,Northeast
OPP000607,ACC00502,LEAD003815,Beacon Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-12-07,2026-01-30,West
OPP000608,ACC00503,LEAD002779,Foxglove Partners - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2023-04-28,2023-06-17,Midwest
OPP000609,ACC00504,LEAD002934,Ridgeline Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-05-24,2025-07-15,Northeast
OPP000610,ACC00505,LEAD000561,Stonebridge Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-12-26,2024-03-22,Midwest
OPP000611,ACC00506,LEAD001918,Ridgeline Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-03-29,2025-05-06,Northeast
OPP000612,ACC00507,LEAD003423,Ridgeline Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-10-28,2025-01-29,West
OPP000613,ACC00507,,Ridgeline Realty - Brand (Expansion),Expansion,Brand,4429,Closed Lost,true,false,2025-06-15,2025-09-22,West
OPP000614,ACC00508,LEAD002299,Beacon Properties - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-11-23,2026-01-09,West
OPP000615,ACC00509,LEAD003529,Blackwood Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-01-26,2023-03-24,West
OPP000616,ACC00509,,Blackwood Real Estate - Brand (Expansion),Expansion,Brand,4019,Closed Won,true,true,2023-10-17,2024-02-01,West
OPP000617,ACC00510,,Harbor Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-03-24,2023-06-30,Midwest
OPP000618,ACC00511,LEAD002475,Stonebridge Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2026-05-07,2026-05-25,Midwest
OPP000619,ACC00512,LEAD002916,Harbor Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-06-28,2023-08-12,Midwest
OPP000620,ACC00513,LEAD000750,Harbor Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-03-13,2024-03-03,Northeast
OPP000621,ACC00514,LEAD001151,Meridian Group - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-11-09,2024-12-03,Midwest
OPP000622,ACC00515,LEAD001208,Summit Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-05-10,2024-08-18,Southeast
OPP000623,ACC00516,LEAD000666,Cypress & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-05-06,2025-08-07,Northeast
OPP000624,ACC00517,LEAD001722,Cypress Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-05-25,2023-06-10,Midwest
OPP000625,ACC00517,,Cypress Group - Scale (Expansion),Expansion,Scale,10157,Closed Lost,true,false,2024-02-21,2024-06-03,Midwest
OPP000626,ACC00518,LEAD001877,Lakeshore & Co. - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-03-30,2023-07-28,Southeast
OPP000627,ACC00519,LEAD000795,Ironwood & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-08-16,2025-11-05,Southwest
OPP000628,ACC00519,,Ironwood & Co. - All In (Expansion),Expansion,All In,17966,Demo,false,false,2026-04-10,2026-05-20,Southwest
OPP000629,ACC00520,LEAD002911,Lakeshore Realty - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-03-10,2024-05-22,Northeast
OPP000630,ACC00521,LEAD001088,Harbor Group - All In (New Business),New Business,All In,33600,Closed Won,true,true,2024-01-18,2024-03-22,Southeast
OPP000631,ACC00522,,Blackwood Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-02-13,2025-04-26,Southeast
OPP000632,ACC00523,,Beacon Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-08-03,2023-09-06,West
OPP000633,ACC00523,,Beacon Real Estate - Launch (Expansion),Expansion,Launch,2069,Closed Lost,true,false,2024-03-18,2024-05-01,West
OPP000634,ACC00524,LEAD003926,Cypress & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-10-21,2023-12-26,Midwest
OPP000635,ACC00525,,Summit & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-12-20,2026-04-14,Southeast
OPP000636,ACC00526,,Blackwood & Co. - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2024-11-04,2024-12-09,West
OPP000637,ACC00527,LEAD002677,Ridgeline Group - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-06-29,2025-07-15,Midwest
OPP000638,ACC00527,,Ridgeline Group - Scale (Expansion),Expansion,Scale,9844,Closed Lost,true,false,2026-03-12,2026-04-01,Midwest
OPP000639,ACC00528,LEAD002635,Stonebridge Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-12-20,2025-02-24,West
OPP000640,ACC00529,,Foxglove Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-05-09,2023-08-16,Midwest
OPP000641,ACC00530,LEAD003806,Blackwood Group - Brand (New Business),New Business,Brand,10800,Negotiation,false,false,2026-05-15,2026-07-29,Southeast
OPP000642,ACC00531,LEAD003710,Foxglove & Co. - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-09-13,2025-11-03,Southwest
OPP000643,ACC00532,LEAD000140,Foxglove Group - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-01-15,2025-02-24,Northeast
OPP000644,ACC00533,LEAD003565,Blackwood Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-09-26,2025-10-27,Southeast
OPP000645,ACC00534,,Ironwood Real Estate - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-05-29,2023-07-27,West
OPP000646,ACC00535,LEAD002333,Stonebridge Real Estate - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-04-01,2025-07-12,Southwest
OPP000647,ACC00535,,Stonebridge Real Estate - Launch (Expansion),Expansion,Launch,2358,Closed Won,true,true,2025-12-06,2026-02-21,Southwest
OPP000648,ACC00536,LEAD001540,Meridian Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-07-16,2023-09-17,Southwest
OPP000649,ACC00536,,Meridian Partners - All In (Expansion),Expansion,All In,22308,Closed Lost,true,false,2024-02-18,2024-04-15,Southwest
OPP000650,ACC00537,LEAD002931,Meridian Partners - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-06-11,2023-08-23,Midwest
OPP000651,ACC00537,,Meridian Partners - All In (Expansion),Expansion,All In,13242,Closed Won,true,true,2024-03-03,2024-05-24,Midwest
OPP000652,ACC00538,,Foxglove Properties - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-11-03,2024-02-28,West
OPP000653,ACC00539,LEAD000609,Foxglove Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-10-14,2025-01-17,Southeast
OPP000654,ACC00540,LEAD002309,Summit Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-04-22,2025-08-10,Northeast
OPP000655,ACC00540,,Summit Group - All In (Expansion),Expansion,All In,18520,Closed Lost,true,false,2025-12-09,2026-03-19,Northeast
OPP000656,ACC00541,LEAD001234,Meridian Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-04-10,2023-07-23,West
OPP000657,ACC00541,,Meridian Partners - Launch (Expansion),Expansion,Launch,2345,Closed Won,true,true,2023-12-09,2024-02-01,West
OPP000658,ACC00542,,Cypress Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-01-13,2024-02-08,Northeast
OPP000659,ACC00543,LEAD001660,Beacon & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-06-03,2023-08-07,Southwest
OPP000660,ACC00544,,Beacon Real Estate - Brand (New Business),New Business,Brand,10800,Proposal,false,false,2026-06-14,2026-07-23,Southeast
OPP000661,ACC00545,LEAD002158,Cornerstone & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-02-22,2023-03-09,Southwest
OPP000662,ACC00546,LEAD003809,Harbor Real Estate - Launch (New Business),New Business,Launch,6000,Demo,false,false,2026-04-19,2026-06-11,West
OPP000663,ACC00547,LEAD000811,Foxglove & Co. - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2026-01-16,2026-02-07,Southeast
OPP000664,ACC00548,LEAD002305,Beacon Real Estate - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-08-18,2025-10-02,Northeast
OPP000665,ACC00549,LEAD003977,Meridian Group - Scale (New Business),New Business,Scale,19200,Demo,false,false,2026-05-16,2026-09-13,Southwest
OPP000666,ACC00550,,Harbor Properties - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2024-08-20,2024-11-27,West
OPP000667,ACC00551,LEAD003496,Meridian Properties - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-07-24,2024-09-07,Midwest
OPP000668,ACC00552,LEAD001006,Cypress Realty - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-05-05,2024-06-18,Southwest
OPP000669,ACC00553,LEAD001176,Beacon & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-06-03,2025-09-30,Southeast
OPP000670,ACC00554,LEAD000713,Ironwood Partners - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-09-08,2023-10-02,Midwest
OPP000671,ACC00555,,Cypress Partners - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-04-19,2025-06-22,Southeast
OPP000672,ACC00555,,Cypress Partners - Scale (Expansion),Expansion,Scale,11383,Closed Won,true,true,2025-12-07,2026-03-24,Southeast
OPP000673,ACC00556,LEAD003599,Foxglove Group - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-04-29,2023-06-08,Midwest
OPP000674,ACC00557,LEAD002386,Foxglove & Co. - Launch (New Business),New Business,Launch,6000,Prospecting,false,false,2026-05-20,2026-07-08,West
OPP000675,ACC00558,LEAD002721,Summit Partners - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2023-01-22,2023-04-19,Southwest
OPP000676,ACC00559,LEAD002040,Meridian Realty - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-07-10,2024-07-26,Southwest
OPP000677,ACC00559,,Meridian Realty - Launch (Expansion),Expansion,Launch,3889,Closed Lost,true,false,2025-02-20,2025-03-20,Southwest
OPP000678,ACC00560,LEAD002153,Foxglove Real Estate - Launch (New Business),New Business,Launch,6000,Prospecting,false,false,2026-06-29,2026-08-22,West
OPP000679,ACC00561,LEAD002422,Blackwood Partners - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-06-19,2023-06-04,Midwest
OPP000680,ACC00562,LEAD003291,Blackwood Properties - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-12-10,2025-01-25,West
OPP000681,ACC00563,,Ironwood Properties - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2025-11-07,2025-12-13,Southeast
OPP000682,ACC00563,,Ironwood Properties - Scale (Expansion),Expansion,Scale,5919,Proposal,false,false,2026-06-25,2026-10-29,Southeast
OPP000683,ACC00564,LEAD003441,Summit Partners - Launch (New Business),New Business,Launch,6000,Demo,false,false,2026-04-06,2026-06-07,West
OPP000684,ACC00565,LEAD001134,Cypress & Co. - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2024-11-13,2025-02-10,Midwest
OPP000685,ACC00566,LEAD003201,Cypress Group - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-02-26,2025-05-22,Northeast
OPP000686,ACC00566,,Cypress Group - Launch (Expansion),Expansion,Launch,3460,Closed Won,true,true,2025-11-11,2025-12-08,Northeast
OPP000687,ACC00567,,Blackwood & Co. - All In (New Business),New Business,All In,33600,Closed Lost,true,false,2024-12-19,2025-01-25,West
OPP000688,ACC00568,LEAD002038,Lakeshore Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-03-25,2025-06-05,Southwest
OPP000689,ACC00568,,Lakeshore Partners - Brand (Expansion),Expansion,Brand,5177,Closed Lost,true,false,2025-12-07,2026-03-14,Southwest
OPP000690,ACC00569,LEAD001101,Harbor Real Estate - Scale (New Business),New Business,Scale,19200,Prospecting,false,false,2026-05-20,2026-07-12,West
OPP000691,ACC00570,,Cornerstone & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-12-20,2024-12-12,West
OPP000692,ACC00571,LEAD002692,Beacon Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-10-24,2024-01-07,West
OPP000693,ACC00572,LEAD002766,Harbor Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-05-28,2023-07-23,West
OPP000694,ACC00573,LEAD001956,Ironwood Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-05-06,2024-08-20,Southeast
OPP000695,ACC00574,LEAD003882,Lakeshore Realty - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-03-25,2024-05-13,Northeast
OPP000696,ACC00575,LEAD000576,Summit Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-07-21,2025-08-30,Midwest
OPP000697,ACC00575,,Summit Properties - Brand (Expansion),Expansion,Brand,2859,Closed Won,true,true,2026-02-25,2026-03-17,Midwest
OPP000698,ACC00576,,Stonebridge & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-01-27,2023-04-04,Southeast
OPP000699,ACC00576,,Stonebridge & Co. - Brand (Expansion),Expansion,Brand,6251,Closed Lost,true,false,2023-10-03,2023-11-24,Southeast
OPP000700,ACC00577,,Ridgeline Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-07-28,2024-08-25,Southwest
OPP000701,ACC00578,LEAD002292,Cypress Properties - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2024-09-28,2024-11-12,West
OPP000702,ACC00579,LEAD001201,Foxglove & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-01-30,2026-03-04,Midwest
OPP000703,ACC00580,,Foxglove Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-09-04,2025-11-10,Southwest
OPP000704,ACC00581,LEAD003273,Summit Real Estate - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-07-19,2025-08-14,Midwest
OPP000705,ACC00582,LEAD003501,Lakeshore Partners - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2024-06-03,2024-08-14,Northeast
OPP000706,ACC00582,,Lakeshore Partners - Brand (Expansion),Expansion,Brand,3043,Closed Lost,true,false,2025-02-02,2025-05-13,Northeast
OPP000707,ACC00583,LEAD002338,Cornerstone Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-05-17,2025-08-02,Southwest
OPP000708,ACC00584,LEAD000969,Ridgeline Partners - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-08-19,2025-12-13,Southwest
OPP000709,ACC00585,LEAD003208,Harbor Partners - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2026-04-01,2026-05-29,Southwest
OPP000710,ACC00586,LEAD001662,Cypress Partners - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2024-01-20,2024-03-12,Midwest
OPP000711,ACC00587,LEAD000455,Meridian Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2024-07-03,2024-08-05,West
OPP000712,ACC00587,,Meridian Properties - Scale (Expansion),Expansion,Scale,7386,Closed Won,true,true,2025-02-22,2025-04-28,West
OPP000713,ACC00588,LEAD003842,Ironwood Partners - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-11-21,2026-01-29,Southeast
OPP000714,ACC00589,LEAD002354,Blackwood Properties - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2025-04-26,2025-06-17,Northeast
OPP000715,ACC00590,LEAD002525,Beacon Properties - Brand (New Business),New Business,Brand,10800,Negotiation,false,false,2026-04-07,2026-07-21,Southwest
OPP000716,ACC00591,LEAD002639,Stonebridge Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-02-11,2023-04-02,Southeast
OPP000717,ACC00592,LEAD001545,Lakeshore & Co. - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2024-03-21,2024-06-27,Northeast
OPP000718,ACC00592,,Lakeshore & Co. - Scale (Expansion),Expansion,Scale,5493,Closed Lost,true,false,2024-10-31,2025-01-03,Northeast
OPP000719,ACC00593,LEAD001213,Foxglove Real Estate - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2023-04-10,2023-06-20,Midwest
OPP000720,ACC00593,,Foxglove Real Estate - Launch (Expansion),Expansion,Launch,1508,Closed Lost,true,false,2023-12-18,2024-01-09,Midwest
OPP000721,ACC00594,LEAD001160,Cornerstone Group - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-09-13,2025-10-15,Northeast
OPP000722,ACC00594,,Cornerstone Group - Launch (Expansion),Expansion,Launch,3430,Prospecting,false,false,2026-06-15,2026-08-27,Northeast
OPP000723,ACC00595,LEAD000269,Cypress Real Estate - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-03-17,2025-07-13,Midwest
OPP000724,ACC00596,LEAD003577,Stonebridge Realty - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-08-20,2025-12-03,Northeast
OPP000725,ACC00596,,Stonebridge Realty - Scale (Expansion),Expansion,Scale,12113,Proposal,false,false,2026-04-22,2026-06-01,Northeast
OPP000726,ACC00597,LEAD001399,Harbor & Co. - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2023-07-05,2023-08-25,Southwest
OPP000727,ACC00597,,Harbor & Co. - Scale (Expansion),Expansion,Scale,12162,Closed Won,true,true,2024-03-06,2024-06-30,Southwest
OPP000728,ACC00598,LEAD003413,Ironwood Partners - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2026-01-14,2026-02-03,West
OPP000729,ACC00599,LEAD003159,Lakeshore & Co. - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-12-05,2026-01-02,Southwest
OPP000730,ACC00600,,Ridgeline Group - Scale (New Business),New Business,Scale,19200,Closed Lost,true,false,2025-07-02,2025-07-31,Northeast
OPP000731,ACC00600,,Ridgeline Group - Launch (Expansion),Expansion,Launch,3267,Closed Lost,true,false,2026-03-19,2026-06-14,Northeast
OPP000732,ACC00601,LEAD001175,Beacon Properties - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-04-21,2023-06-16,Midwest
OPP000733,ACC00601,,Beacon Properties - Brand (Expansion),Expansion,Brand,2956,Closed Lost,true,false,2023-12-30,2024-04-08,Midwest
OPP000734,ACC00602,LEAD002192,Summit Group - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-12-19,2024-01-29,Southwest
OPP000735,ACC00603,LEAD000229,Ridgeline Group - Scale (New Business),New Business,Scale,19200,Closed Won,true,true,2023-03-22,2023-06-11,Southwest
OPP000736,ACC00604,LEAD003886,Lakeshore Properties - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-11-22,2026-02-06,West
OPP000737,ACC00605,LEAD002065,Stonebridge Partners - Launch (New Business),New Business,Launch,6000,Demo,false,false,2026-04-15,2026-05-24,Midwest
OPP000738,ACC00606,LEAD001710,Meridian Properties - Launch (New Business),New Business,Launch,6000,Closed Won,true,true,2023-09-12,2023-11-13,Southwest
OPP000739,ACC00606,,Meridian Properties - Launch (Expansion),Expansion,Launch,2558,Closed Won,true,true,2024-05-25,2024-08-06,Southwest
OPP000740,ACC00607,LEAD000432,Blackwood Properties - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2026-04-22,2026-05-20,Northeast
OPP000741,ACC00608,LEAD000743,Meridian Real Estate - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-04-17,2025-06-11,West
OPP000742,ACC00609,LEAD003779,Lakeshore Group - Launch (New Business),New Business,Launch,6000,Closed Lost,true,false,2025-03-06,2025-06-21,Southeast
OPP000743,ACC00610,LEAD003355,Meridian Real Estate - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2025-05-21,2025-07-06,Southeast
OPP000744,ACC00610,,Meridian Real Estate - Brand (Expansion),Expansion,Brand,7482,Closed Won,true,true,2026-01-30,2026-05-25,Southeast
OPP000745,ACC00611,LEAD000344,Ironwood & Co. - Brand (New Business),New Business,Brand,10800,Closed Lost,true,false,2023-05-23,2023-07-30,Northeast
OPP000746,ACC00612,LEAD002954,Ironwood Group - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2023-11-05,2023-12-31,Northeast
OPP000747,ACC00613,LEAD003676,Summit Properties - Brand (New Business),New Business,Brand,10800,Closed Won,true,true,2025-08-20,2025-09-08,Midwest
