stage_history_id,opportunity_id,stage_name,entered_at
SH0004783,OPP000871,Negotiation,2024-11-30
SH0004784,OPP000871,Closed Won,2024-12-18
SH0004785,OPP000872,Prospecting,2024-12-24
SH0004786,OPP000872,Discovery,2024-12-28
SH0004787,OPP000872,Demo,2025-01-01
SH0004788,OPP000872,Proposal,2025-01-05
SH0004789,OPP000872,Negotiation,2025-01-09
SH0004790,OPP000872,Closed Lost,2025-01-13
SH0004791,OPP000873,Prospecting,2025-08-05
SH0004792,OPP000873,Discovery,2025-08-08
SH0004793,OPP000873,Demo,2025-08-11
SH0004794,OPP000873,Proposal,2025-08-14
SH0004795,OPP000873,Negotiation,2025-08-17
SH0004796,OPP000873,Closed Won,2025-08-20
SH0004797,OPP000874,Prospecting,2023-05-31
SH0004798,OPP000874,Discovery,2023-06-19
SH0004799,OPP000874,Demo,2023-07-08
SH0004800,OPP000874,Proposal,2023-07-27
SH0004801,OPP000874,Negotiation,2023-08-15
SH0004802,OPP000874,Closed Won,2023-09-03
SH0004803,OPP000875,Prospecting,2023-02-08
SH0004804,OPP000875,Discovery,2023-02-22
SH0004805,OPP000875,Demo,2023-03-08
SH0004806,OPP000875,Proposal,2023-03-22
SH0004807,OPP000875,Negotiation,2023-04-05
SH0004808,OPP000875,Closed Won,2023-04-19
SH0004809,OPP000876,Prospecting,2025-02-23
SH0004810,OPP000876,Discovery,2025-03-03
SH0004811,OPP000876,Demo,2025-03-11
SH0004812,OPP000876,Proposal,2025-03-19
SH0004813,OPP000876,Negotiation,2025-03-27
SH0004814,OPP000876,Closed Lost,2025-04-04
SH0004815,OPP000877,Prospecting,2023-07-11
SH0004816,OPP000877,Discovery,2023-07-23
SH0004817,OPP000877,Demo,2023-08-04
SH0004818,OPP000877,Proposal,2023-08-16
SH0004819,OPP000877,Negotiation,2023-08-28
SH0004820,OPP000877,Closed Lost,2023-09-09
SH0004821,OPP000878,Prospecting,2026-03-07
SH0004822,OPP000878,Discovery,2026-03-18
SH0004823,OPP000878,Demo,2026-03-29
SH0004824,OPP000878,Proposal,2026-04-09
SH0004825,OPP000878,Negotiation,2026-04-20
SH0004826,OPP000878,Closed Lost,2026-05-01
SH0004827,OPP000879,Prospecting,2023-10-17
SH0004828,OPP000879,Discovery,2023-10-23
SH0004829,OPP000879,Demo,2023-10-29
SH0004830,OPP000879,Proposal,2023-11-04
SH0004831,OPP000879,Negotiation,2023-11-10
SH0004832,OPP000879,Closed Won,2023-11-16
SH0004833,OPP000880,Prospecting,2024-06-19
SH0004834,OPP000880,Discovery,2024-07-02
SH0004835,OPP000880,Demo,2024-07-15
SH0004836,OPP000880,Proposal,2024-07-28
SH0004837,OPP000880,Negotiation,2024-08-10
SH0004838,OPP000880,Closed Won,2024-08-23
SH0004839,OPP000881,Prospecting,2025-02-09
SH0004840,OPP000881,Discovery,2025-02-12
SH0004841,OPP000881,Demo,2025-02-15
SH0004842,OPP000881,Proposal,2025-02-18
SH0004843,OPP000881,Negotiation,2025-02-21
SH0004844,OPP000881,Closed Won,2025-02-24
SH0004845,OPP000882,Prospecting,2025-02-23
SH0004846,OPP000882,Discovery,2025-03-11
SH0004847,OPP000882,Demo,2025-03-27
SH0004848,OPP000882,Proposal,2025-04-12
SH0004849,OPP000882,Negotiation,2025-04-28
SH0004850,OPP000882,Closed Lost,2025-05-14
SH0004851,OPP000883,Prospecting,2024-10-29
SH0004852,OPP000883,Discovery,2024-11-01
SH0004853,OPP000883,Demo,2024-11-04
SH0004854,OPP000883,Proposal,2024-11-07
SH0004855,OPP000883,Negotiation,2024-11-10
SH0004856,OPP000883,Closed Lost,2024-11-13
SH0004857,OPP000884,Prospecting,2025-06-22
SH0004858,OPP000884,Discovery,2025-07-10
SH0004859,OPP000884,Demo,2025-07-28
SH0004860,OPP000884,Proposal,2025-08-15
SH0004861,OPP000884,Negotiation,2025-09-02
SH0004862,OPP000884,Closed Lost,2025-09-20
SH0004863,OPP000885,Prospecting,2026-04-27
SH0004864,OPP000885,Discovery,2026-05-20
SH0004865,OPP000885,Demo,2026-06-12
SH0004866,OPP000885,Proposal,2026-07-05
SH0004867,OPP000886,Prospecting,2025-07-22
SH0004868,OPP000886,Discovery,2025-08-01
SH0004869,OPP000886,Demo,2025-08-11
SH0004870,OPP000886,Proposal,2025-08-21
SH0004871,OPP000886,Negotiation,2025-08-31
SH0004872,OPP000886,Closed Lost,2025-09-10
SH0004873,OPP000887,Prospecting,2026-03-29
SH0004874,OPP000887,Discovery,2026-04-19
SH0004875,OPP000887,Demo,2026-05-10
SH0004876,OPP000887,Proposal,2026-05-31
SH0004877,OPP000887,Negotiation,2026-06-21
SH0004878,OPP000888,Prospecting,2025-07-04
SH0004879,OPP000888,Discovery,2025-07-17
SH0004880,OPP000888,Demo,2025-07-30
SH0004881,OPP000888,Proposal,2025-08-12
SH0004882,OPP000888,Negotiation,2025-08-25
SH0004883,OPP000888,Closed Lost,2025-09-07
SH0004884,OPP000889,Prospecting,2026-02-14
SH0004885,OPP000889,Discovery,2026-02-25
SH0004886,OPP000889,Demo,2026-03-08
SH0004887,OPP000889,Proposal,2026-03-19
SH0004888,OPP000889,Negotiation,2026-03-30
SH0004889,OPP000889,Closed Won,2026-04-10
SH0004890,OPP000890,Prospecting,2024-08-16
SH0004891,OPP000890,Discovery,2024-08-18
SH0004892,OPP000890,Demo,2024-08-20
SH0004893,OPP000890,Proposal,2024-08-22
SH0004894,OPP000890,Negotiation,2024-08-24
SH0004895,OPP000890,Closed Won,2024-08-26
SH0004896,OPP000891,Prospecting,2023-04-03
SH0004897,OPP000891,Discovery,2023-04-11
SH0004898,OPP000891,Demo,2023-04-19
SH0004899,OPP000891,Proposal,2023-04-27
SH0004900,OPP000891,Negotiation,2023-05-05
SH0004901,OPP000891,Closed Won,2023-05-13
SH0004902,OPP000892,Prospecting,2023-12-31
SH0004903,OPP000892,Discovery,2024-01-12
SH0004904,OPP000892,Demo,2024-01-24
SH0004905,OPP000892,Proposal,2024-02-05
SH0004906,OPP000892,Negotiation,2024-02-17
SH0004907,OPP000892,Closed Won,2024-02-29
SH0004908,OPP000893,Prospecting,2023-08-16
SH0004909,OPP000893,Discovery,2023-08-18
SH0004910,OPP000893,Demo,2023-08-20
SH0004911,OPP000893,Proposal,2023-08-22
SH0004912,OPP000893,Negotiation,2023-08-24
SH0004913,OPP000893,Closed Lost,2023-08-26
SH0004914,OPP000894,Prospecting,2024-04-08
SH0004915,OPP000894,Discovery,2024-04-21
SH0004916,OPP000894,Demo,2024-05-04
SH0004917,OPP000894,Proposal,2024-05-17
SH0004918,OPP000894,Negotiation,2024-05-30
SH0004919,OPP000894,Closed Lost,2024-06-12
SH0004920,OPP000895,Prospecting,2025-05-29
SH0004921,OPP000895,Discovery,2025-06-09
SH0004922,OPP000895,Demo,2025-06-20
SH0004923,OPP000895,Proposal,2025-07-01
SH0004924,OPP000895,Negotiation,2025-07-12
SH0004925,OPP000895,Closed Won,2025-07-23
SH0004926,OPP000896,Prospecting,2024-11-29
SH0004927,OPP000896,Discovery,2024-12-04
SH0004928,OPP000896,Demo,2024-12-09
SH0004929,OPP000896,Proposal,2024-12-14
SH0004930,OPP000896,Negotiation,2024-12-19
SH0004931,OPP000896,Closed Lost,2024-12-24
SH0004932,OPP000897,Prospecting,2025-07-16
SH0004933,OPP000897,Discovery,2025-07-27
SH0004934,OPP000897,Demo,2025-08-07
SH0004935,OPP000897,Proposal,2025-08-18
SH0004936,OPP000897,Negotiation,2025-08-29
SH0004937,OPP000897,Closed Won,2025-09-09
SH0004938,OPP000898,Prospecting,2025-11-24
SH0004939,OPP000898,Discovery,2025-11-30
SH0004940,OPP000898,Demo,2025-12-06
SH0004941,OPP000898,Proposal,2025-12-12
SH0004942,OPP000898,Negotiation,2025-12-18
SH0004943,OPP000898,Closed Lost,2025-12-24
SH0004944,OPP000899,Prospecting,2024-05-06
SH0004945,OPP000899,Discovery,2024-05-19
SH0004946,OPP000899,Demo,2024-06-01
SH0004947,OPP000899,Proposal,2024-06-14
SH0004948,OPP000899,Negotiation,2024-06-27
SH0004949,OPP000899,Closed Won,2024-07-10
SH0004950,OPP000900,Prospecting,2025-01-31
SH0004951,OPP000900,Discovery,2025-02-15
SH0004952,OPP000900,Demo,2025-03-02
SH0004953,OPP000900,Proposal,2025-03-17
SH0004954,OPP000900,Negotiation,2025-04-01
SH0004955,OPP000900,Closed Lost,2025-04-16
SH0004956,OPP000901,Prospecting,2025-04-17
SH0004957,OPP000901,Discovery,2025-05-05
SH0004958,OPP000901,Demo,2025-05-23
SH0004959,OPP000901,Proposal,2025-06-10
SH0004960,OPP000901,Negotiation,2025-06-28
SH0004961,OPP000901,Closed Won,2025-07-16
SH0004962,OPP000902,Prospecting,2025-06-04
SH0004963,OPP000902,Discovery,2025-06-10
SH0004964,OPP000902,Demo,2025-06-16
SH0004965,OPP000902,Proposal,2025-06-22
SH0004966,OPP000902,Negotiation,2025-06-28
SH0004967,OPP000902,Closed Lost,2025-07-04
SH0004968,OPP000903,Prospecting,2025-04-01
SH0004969,OPP000903,Discovery,2025-04-13
SH0004970,OPP000903,Demo,2025-04-25
SH0004971,OPP000903,Proposal,2025-05-07
SH0004972,OPP000903,Negotiation,2025-05-19
SH0004973,OPP000903,Closed Won,2025-05-31
SH0004974,OPP000904,Prospecting,2023-07-06
SH0004975,OPP000904,Discovery,2023-07-11
SH0004976,OPP000904,Demo,2023-07-16
SH0004977,OPP000904,Proposal,2023-07-21
SH0004978,OPP000904,Negotiation,2023-07-26
SH0004979,OPP000904,Closed Lost,2023-07-31
SH0004980,OPP000905,Prospecting,2024-10-22
SH0004981,OPP000905,Discovery,2024-11-02
SH0004982,OPP000905,Demo,2024-11-13
SH0004983,OPP000905,Proposal,2024-11-24
SH0004984,OPP000905,Negotiation,2024-12-05
SH0004985,OPP000905,Closed Lost,2024-12-16
SH0004986,OPP000906,Prospecting,2026-06-13
SH0004987,OPP000906,Discovery,2026-06-18
SH0004988,OPP000906,Demo,2026-06-23
SH0004989,OPP000906,Proposal,2026-06-28
SH0004990,OPP000907,Prospecting,2025-11-12
SH0004991,OPP000907,Discovery,2025-11-15
SH0004992,OPP000907,Demo,2025-11-18
SH0004993,OPP000907,Proposal,2025-11-21
SH0004994,OPP000907,Negotiation,2025-11-24
SH0004995,OPP000907,Closed Won,2025-11-27
SH0004996,OPP000908,Prospecting,2026-06-25
SH0004997,OPP000908,Discovery,2026-08-13
SH0004998,OPP000909,Prospecting,2025-02-24
SH0004999,OPP000909,Discovery,2025-03-07
SH0005000,OPP000909,Demo,2025-03-18
SH0005001,OPP000909,Proposal,2025-03-29
SH0005002,OPP000909,Negotiation,2025-04-09
SH0005003,OPP000909,Closed Won,2025-04-20
SH0005004,OPP000910,Prospecting,2023-03-03
SH0005005,OPP000910,Discovery,2023-03-08
SH0005006,OPP000910,Demo,2023-03-13
SH0005007,OPP000910,Proposal,2023-03-18
SH0005008,OPP000910,Negotiation,2023-03-23
SH0005009,OPP000910,Closed Won,2023-03-28
SH0005010,OPP000911,Prospecting,2023-10-24
SH0005011,OPP000911,Discovery,2023-11-03
SH0005012,OPP000911,Demo,2023-11-13
SH0005013,OPP000911,Proposal,2023-11-23
SH0005014,OPP000911,Negotiation,2023-12-03
SH0005015,OPP000911,Closed Won,2023-12-13
SH0005016,OPP000912,Prospecting,2024-03-29
SH0005017,OPP000912,Demo,2024-04-13
SH0005018,OPP000912,Closed Lost,2024-04-28
SH0005019,OPP000913,Prospecting,2025-03-27
SH0005020,OPP000913,Discovery,2025-04-10
SH0005021,OPP000913,Demo,2025-04-24
SH0005022,OPP000913,Proposal,2025-05-08
SH0005023,OPP000913,Negotiation,2025-05-22
SH0005024,OPP000913,Closed Lost,2025-06-05
SH0005025,OPP000914,Prospecting,2025-12-08
SH0005026,OPP000914,Discovery,2025-12-26
SH0005027,OPP000914,Demo,2026-01-13
SH0005028,OPP000914,Proposal,2026-01-31
SH0005029,OPP000914,Negotiation,2026-02-18
SH0005030,OPP000914,Closed Won,2026-03-08
SH0005031,OPP000915,Prospecting,2026-06-07
SH0005032,OPP000915,Discovery,2026-06-18
SH0005033,OPP000915,Demo,2026-06-29
SH0005034,OPP000915,Proposal,2026-07-10
SH0005035,OPP000915,Negotiation,2026-07-21
SH0005036,OPP000916,Prospecting,2024-08-23
SH0005037,OPP000916,Demo,2024-09-12
SH0005038,OPP000916,Closed Lost,2024-10-02
SH0005039,OPP000917,Prospecting,2025-04-23
SH0005040,OPP000917,Demo,2025-05-01
SH0005041,OPP000917,Closed Won,2025-05-09
SH0005042,OPP000918,Prospecting,2023-05-02
SH0005043,OPP000918,Discovery,2023-05-15
SH0005044,OPP000918,Demo,2023-05-28
SH0005045,OPP000918,Proposal,2023-06-10
SH0005046,OPP000918,Negotiation,2023-06-23
SH0005047,OPP000918,Closed Lost,2023-07-06
SH0005048,OPP000919,Prospecting,2024-01-21
SH0005049,OPP000919,Discovery,2024-02-06
SH0005050,OPP000919,Demo,2024-02-22
SH0005051,OPP000919,Proposal,2024-03-09
SH0005052,OPP000919,Negotiation,2024-03-25
SH0005053,OPP000919,Closed Lost,2024-04-10
SH0005054,OPP000920,Prospecting,2024-05-09
SH0005055,OPP000920,Discovery,2024-05-23
SH0005056,OPP000920,Demo,2024-06-06
SH0005057,OPP000920,Proposal,2024-06-20
SH0005058,OPP000920,Negotiation,2024-07-04
SH0005059,OPP000920,Closed Won,2024-07-18
SH0005060,OPP000921,Prospecting,2026-04-05
SH0005061,OPP000921,Discovery,2026-04-17
SH0005062,OPP000921,Demo,2026-04-29
SH0005063,OPP000921,Proposal,2026-05-11
SH0005064,OPP000921,Negotiation,2026-05-23
SH0005065,OPP000921,Closed Won,2026-06-04
SH0005066,OPP000922,Prospecting,2023-08-26
SH0005067,OPP000922,Discovery,2023-09-05
SH0005068,OPP000922,Demo,2023-09-15
SH0005069,OPP000922,Proposal,2023-09-25
SH0005070,OPP000922,Negotiation,2023-10-05
SH0005071,OPP000922,Closed Lost,2023-10-15
SH0005072,OPP000923,Prospecting,2023-04-23
SH0005073,OPP000923,Discovery,2023-04-27
SH0005074,OPP000923,Demo,2023-05-01
SH0005075,OPP000923,Proposal,2023-05-05
SH0005076,OPP000923,Negotiation,2023-05-09
SH0005077,OPP000923,Closed Won,2023-05-13
SH0005078,OPP000924,Prospecting,2023-05-07
SH0005079,OPP000924,Demo,2023-06-09
SH0005080,OPP000924,Closed Lost,2023-07-12
SH0005081,OPP000925,Prospecting,2025-07-17
SH0005082,OPP000925,Discovery,2025-07-26
SH0005083,OPP000925,Demo,2025-08-04
SH0005084,OPP000925,Proposal,2025-08-13
SH0005085,OPP000925,Negotiation,2025-08-22
SH0005086,OPP000925,Closed Won,2025-08-31
SH0005087,OPP000926,Prospecting,2025-05-27
SH0005088,OPP000926,Discovery,2025-05-30
SH0005089,OPP000926,Demo,2025-06-02
SH0005090,OPP000926,Proposal,2025-06-05
SH0005091,OPP000926,Negotiation,2025-06-08
SH0005092,OPP000926,Closed Won,2025-06-11
SH0005093,OPP000927,Prospecting,2024-12-27
SH0005094,OPP000927,Discovery,2025-01-09
SH0005095,OPP000927,Demo,2025-01-22
SH0005096,OPP000927,Proposal,2025-02-04
SH0005097,OPP000927,Negotiation,2025-02-17
SH0005098,OPP000927,Closed Won,2025-03-02
SH0005099,OPP000928,Prospecting,2024-02-13
SH0005100,OPP000928,Discovery,2024-03-02
SH0005101,OPP000928,Demo,2024-03-20
SH0005102,OPP000928,Proposal,2024-04-07
SH0005103,OPP000928,Negotiation,2024-04-25
SH0005104,OPP000928,Closed Lost,2024-05-13
SH0005105,OPP000929,Prospecting,2024-11-06
SH0005106,OPP000929,Discovery,2024-11-10
SH0005107,OPP000929,Demo,2024-11-14
SH0005108,OPP000929,Proposal,2024-11-18
SH0005109,OPP000929,Negotiation,2024-11-22
SH0005110,OPP000929,Closed Lost,2024-11-26
SH0005111,OPP000930,Prospecting,2023-04-10
SH0005112,OPP000930,Discovery,2023-04-13
SH0005113,OPP000930,Demo,2023-04-16
SH0005114,OPP000930,Proposal,2023-04-19
SH0005115,OPP000930,Negotiation,2023-04-22
SH0005116,OPP000930,Closed Lost,2023-04-25
SH0005117,OPP000931,Prospecting,2026-06-12
SH0005118,OPP000931,Discovery,2026-06-30
SH0005119,OPP000932,Prospecting,2024-03-09
SH0005120,OPP000932,Demo,2024-03-23
SH0005121,OPP000932,Closed Won,2024-04-06
SH0005122,OPP000933,Prospecting,2024-12-07
SH0005123,OPP000933,Discovery,2024-12-17
SH0005124,OPP000933,Demo,2024-12-27
SH0005125,OPP000933,Proposal,2025-01-06
SH0005126,OPP000933,Negotiation,2025-01-16
SH0005127,OPP000933,Closed Lost,2025-01-26
SH0005128,OPP000934,Prospecting,2024-04-21
SH0005129,OPP000934,Discovery,2024-05-06
SH0005130,OPP000934,Demo,2024-05-21
SH0005131,OPP000934,Proposal,2024-06-05
SH0005132,OPP000934,Negotiation,2024-06-20
SH0005133,OPP000934,Closed Won,2024-07-05
SH0005134,OPP000935,Prospecting,2024-12-26
SH0005135,OPP000935,Discovery,2025-01-01
SH0005136,OPP000935,Demo,2025-01-07
SH0005137,OPP000935,Proposal,2025-01-13
SH0005138,OPP000935,Negotiation,2025-01-19
SH0005139,OPP000935,Closed Won,2025-01-25
SH0005140,OPP000936,Prospecting,2023-01-23
SH0005141,OPP000936,Discovery,2023-02-04
SH0005142,OPP000936,Demo,2023-02-16
SH0005143,OPP000936,Proposal,2023-02-28
SH0005144,OPP000936,Negotiation,2023-03-12
SH0005145,OPP000936,Closed Lost,2023-03-24
SH0005146,OPP000937,Prospecting,2025-01-10
SH0005147,OPP000937,Demo,2025-02-10
SH0005148,OPP000937,Closed Lost,2025-03-13
SH0005149,OPP000938,Prospecting,2026-03-05
SH0005150,OPP000938,Discovery,2026-03-13
SH0005151,OPP000938,Demo,2026-03-21
SH0005152,OPP000938,Proposal,2026-03-29
SH0005153,OPP000938,Negotiation,2026-04-06
SH0005154,OPP000938,Closed Won,2026-04-14
SH0005155,OPP000939,Prospecting,2023-09-10
SH0005156,OPP000939,Discovery,2023-09-22
SH0005157,OPP000939,Demo,2023-10-04
SH0005158,OPP000939,Proposal,2023-10-16
SH0005159,OPP000939,Negotiation,2023-10-28
SH0005160,OPP000939,Closed Lost,2023-11-09
SH0005161,OPP000940,Prospecting,2024-04-23
SH0005162,OPP000940,Discovery,2024-04-25
SH0005163,OPP000940,Demo,2024-04-27
SH0005164,OPP000940,Proposal,2024-04-29
SH0005165,OPP000940,Negotiation,2024-05-01
SH0005166,OPP000940,Closed Lost,2024-05-03
SH0005167,OPP000941,Prospecting,2025-06-27
SH0005168,OPP000941,Discovery,2025-07-11
SH0005169,OPP000941,Demo,2025-07-25
SH0005170,OPP000941,Proposal,2025-08-08
SH0005171,OPP000941,Negotiation,2025-08-22
SH0005172,OPP000941,Closed Lost,2025-09-05
SH0005173,OPP000942,Prospecting,2024-05-27
SH0005174,OPP000942,Discovery,2024-06-01
SH0005175,OPP000942,Demo,2024-06-06
SH0005176,OPP000942,Proposal,2024-06-11
SH0005177,OPP000942,Negotiation,2024-06-16
SH0005178,OPP000942,Closed Won,2024-06-21
SH0005179,OPP000943,Prospecting,2024-08-12
SH0005180,OPP000943,Discovery,2024-08-31
SH0005181,OPP000943,Demo,2024-09-19
SH0005182,OPP000943,Proposal,2024-10-08
SH0005183,OPP000943,Negotiation,2024-10-27
SH0005184,OPP000943,Closed Lost,2024-11-15
SH0005185,OPP000944,Prospecting,2025-11-08
SH0005186,OPP000944,Discovery,2025-11-23
SH0005187,OPP000944,Demo,2025-12-08
SH0005188,OPP000944,Proposal,2025-12-23
SH0005189,OPP000944,Negotiation,2026-01-07
SH0005190,OPP000944,Closed Won,2026-01-22
SH0005191,OPP000945,Prospecting,2025-12-29
SH0005192,OPP000945,Discovery,2026-01-03
SH0005193,OPP000945,Demo,2026-01-08
SH0005194,OPP000945,Proposal,2026-01-13
SH0005195,OPP000945,Negotiation,2026-01-18
SH0005196,OPP000945,Closed Lost,2026-01-23
SH0005197,OPP000946,Prospecting,2024-02-29
SH0005198,OPP000946,Discovery,2024-03-09
SH0005199,OPP000946,Demo,2024-03-18
SH0005200,OPP000946,Proposal,2024-03-27
SH0005201,OPP000946,Negotiation,2024-04-05
SH0005202,OPP000946,Closed Won,2024-04-14
SH0005203,OPP000947,Prospecting,2023-07-17
SH0005204,OPP000947,Discovery,2023-07-20
SH0005205,OPP000947,Demo,2023-07-23
SH0005206,OPP000947,Proposal,2023-07-26
SH0005207,OPP000947,Negotiation,2023-07-29
SH0005208,OPP000947,Closed Lost,2023-08-01
SH0005209,OPP000948,Prospecting,2024-03-01
SH0005210,OPP000948,Discovery,2024-03-14
SH0005211,OPP000948,Demo,2024-03-27
SH0005212,OPP000948,Proposal,2024-04-09
SH0005213,OPP000948,Negotiation,2024-04-22
SH0005214,OPP000948,Closed Lost,2024-05-05
SH0005215,OPP000949,Prospecting,2024-12-14
SH0005216,OPP000949,Demo,2025-01-19
SH0005217,OPP000949,Closed Won,2025-02-24
SH0005218,OPP000950,Prospecting,2024-05-19
SH0005219,OPP000950,Discovery,2024-05-28
SH0005220,OPP000950,Demo,2024-06-06
SH0005221,OPP000950,Proposal,2024-06-15
SH0005222,OPP000950,Negotiation,2024-06-24
SH0005223,OPP000950,Closed Lost,2024-07-03
SH0005224,OPP000951,Prospecting,2025-01-09
SH0005225,OPP000951,Discovery,2025-01-24
SH0005226,OPP000951,Demo,2025-02-08
SH0005227,OPP000951,Proposal,2025-02-23
SH0005228,OPP000951,Negotiation,2025-03-10
SH0005229,OPP000951,Closed Lost,2025-03-25
SH0005230,OPP000952,Prospecting,2025-09-11
SH0005231,OPP000952,Discovery,2025-09-23
SH0005232,OPP000952,Demo,2025-10-05
SH0005233,OPP000952,Proposal,2025-10-17
SH0005234,OPP000952,Negotiation,2025-10-29
SH0005235,OPP000952,Closed Lost,2025-11-10
SH0005236,OPP000953,Prospecting,2023-10-23
SH0005237,OPP000953,Discovery,2023-10-27
SH0005238,OPP000953,Demo,2023-10-31
SH0005239,OPP000953,Proposal,2023-11-04
SH0005240,OPP000953,Negotiation,2023-11-08
SH0005241,OPP000953,Closed Lost,2023-11-12
SH0005242,OPP000954,Prospecting,2025-12-28
SH0005243,OPP000954,Discovery,2025-12-31
SH0005244,OPP000954,Demo,2026-01-03
SH0005245,OPP000954,Proposal,2026-01-06
SH0005246,OPP000954,Negotiation,2026-01-09
SH0005247,OPP000954,Closed Won,2026-01-12
SH0005248,OPP000955,Prospecting,2025-08-22
SH0005249,OPP000955,Discovery,2025-08-29
SH0005250,OPP000955,Demo,2025-09-05
SH0005251,OPP000955,Proposal,2025-09-12
SH0005252,OPP000955,Negotiation,2025-09-19
SH0005253,OPP000955,Closed Lost,2025-09-26
SH0005254,OPP000956,Prospecting,2023-11-03
SH0005255,OPP000956,Discovery,2023-11-16
SH0005256,OPP000956,Demo,2023-11-29
SH0005257,OPP000956,Proposal,2023-12-12
SH0005258,OPP000956,Negotiation,2023-12-25
SH0005259,OPP000956,Closed Won,2024-01-07
SH0005260,OPP000957,Prospecting,2025-05-08
SH0005261,OPP000957,Discovery,2025-05-23
SH0005262,OPP000957,Demo,2025-06-07
SH0005263,OPP000957,Proposal,2025-06-22
SH0005264,OPP000957,Negotiation,2025-07-07
SH0005265,OPP000957,Closed Lost,2025-07-22
SH0005266,OPP000958,Prospecting,2026-04-05
SH0005267,OPP000958,Discovery,2026-04-19
SH0005268,OPP000958,Demo,2026-05-03
SH0005269,OPP000958,Proposal,2026-05-17
SH0005270,OPP000958,Negotiation,2026-05-31
SH0005271,OPP000958,Closed Lost,2026-06-14
SH0005272,OPP000959,Prospecting,2025-08-21
SH0005273,OPP000959,Discovery,2025-09-03
SH0005274,OPP000959,Demo,2025-09-16
SH0005275,OPP000959,Proposal,2025-09-29
SH0005276,OPP000959,Negotiation,2025-10-12
SH0005277,OPP000959,Closed Lost,2025-10-25
SH0005278,OPP000960,Prospecting,2023-05-25
SH0005279,OPP000960,Discovery,2023-06-04
SH0005280,OPP000960,Demo,2023-06-14
SH0005281,OPP000960,Proposal,2023-06-24
SH0005282,OPP000960,Negotiation,2023-07-04
SH0005283,OPP000960,Closed Lost,2023-07-14
SH0005284,OPP000961,Prospecting,2024-02-10
SH0005285,OPP000961,Discovery,2024-02-26
SH0005286,OPP000961,Demo,2024-03-13
SH0005287,OPP000961,Proposal,2024-03-29
SH0005288,OPP000961,Negotiation,2024-04-14
SH0005289,OPP000961,Closed Lost,2024-04-30
SH0005290,OPP000962,Prospecting,2025-04-22
SH0005291,OPP000962,Discovery,2025-04-24
SH0005292,OPP000962,Demo,2025-04-26
SH0005293,OPP000962,Proposal,2025-04-28
SH0005294,OPP000962,Negotiation,2025-04-30
SH0005295,OPP000962,Closed Lost,2025-05-02
SH0005296,OPP000963,Prospecting,2024-03-29
SH0005297,OPP000963,Discovery,2024-04-07
SH0005298,OPP000963,Demo,2024-04-16
SH0005299,OPP000963,Proposal,2024-04-25
SH0005300,OPP000963,Negotiation,2024-05-04
SH0005301,OPP000963,Closed Won,2024-05-13
SH0005302,OPP000964,Prospecting,2024-11-05
SH0005303,OPP000964,Discovery,2024-11-17
SH0005304,OPP000964,Demo,2024-11-29
SH0005305,OPP000964,Proposal,2024-12-11
SH0005306,OPP000964,Negotiation,2024-12-23
SH0005307,OPP000964,Closed Won,2025-01-04
SH0005308,OPP000965,Prospecting,2025-08-19
SH0005309,OPP000965,Discovery,2025-08-27
SH0005310,OPP000965,Demo,2025-09-04
SH0005311,OPP000965,Proposal,2025-09-12
SH0005312,OPP000965,Negotiation,2025-09-20
SH0005313,OPP000965,Closed Won,2025-09-28
SH0005314,OPP000966,Prospecting,2025-11-08
SH0005315,OPP000966,Discovery,2025-11-27
SH0005316,OPP000966,Demo,2025-12-16
SH0005317,OPP000966,Proposal,2026-01-04
SH0005318,OPP000966,Negotiation,2026-01-23
SH0005319,OPP000966,Closed Won,2026-02-11
SH0005320,OPP000967,Prospecting,2024-01-16
SH0005321,OPP000967,Discovery,2024-01-30
SH0005322,OPP000967,Demo,2024-02-13
SH0005323,OPP000967,Proposal,2024-02-27
SH0005324,OPP000967,Negotiation,2024-03-12
SH0005325,OPP000967,Closed Lost,2024-03-26
SH0005326,OPP000968,Prospecting,2024-10-04
SH0005327,OPP000968,Discovery,2024-10-15
SH0005328,OPP000968,Demo,2024-10-26
SH0005329,OPP000968,Proposal,2024-11-06
SH0005330,OPP000968,Negotiation,2024-11-17
SH0005331,OPP000968,Closed Won,2024-11-28
SH0005332,OPP000969,Prospecting,2023-04-07
SH0005333,OPP000969,Discovery,2023-04-25
SH0005334,OPP000969,Demo,2023-05-13
SH0005335,OPP000969,Proposal,2023-05-31
SH0005336,OPP000969,Negotiation,2023-06-18
SH0005337,OPP000969,Closed Lost,2023-07-06
SH0005338,OPP000970,Prospecting,2023-12-15
SH0005339,OPP000970,Discovery,2023-12-24
SH0005340,OPP000970,Demo,2024-01-02
SH0005341,OPP000970,Proposal,2024-01-11
SH0005342,OPP000970,Negotiation,2024-01-20
SH0005343,OPP000970,Closed Won,2024-01-29
SH0005344,OPP000971,Prospecting,2025-04-23
SH0005345,OPP000971,Discovery,2025-04-26
SH0005346,OPP000971,Demo,2025-04-29
SH0005347,OPP000971,Proposal,2025-05-02
SH0005348,OPP000971,Negotiation,2025-05-05
SH0005349,OPP000971,Closed Lost,2025-05-08
SH0005350,OPP000972,Prospecting,2025-08-19
SH0005351,OPP000972,Discovery,2025-08-31
SH0005352,OPP000972,Demo,2025-09-12
SH0005353,OPP000972,Proposal,2025-09-24
SH0005354,OPP000972,Negotiation,2025-10-06
